kawasan,negeri,kodparlimen,namaparlimen,SPR_order,calon,parti,parti2,verified_handle,id,posts,followers,following,name,pronoun,bio,link,202111_post_count,202112_post_count,202201_post_count,202202_post_count,202203_post_count,202204_post_count,202205_post_count,202206_post_count,202207_post_count,202208_post_count,202209_post_count,202210_post_count,202211_post_count,L12M_active_min_0,L12M_active_min_1,L12M_active_min_5,L12M_active_min_10,L12M_active_min_15,L12M_active_min_20,L12M_active_min_25,L12M_active_min_30,L12M_active_min_35,L12M_active_min_40,L12M_active_min_45,L12M_active_min_50,L12M_active_min_55,L12M_active_min_60,L12M_active_min_65,L12M_active_min_70,L12M_active_min_75,L12M_active_min_80,L12M_active_min_85,L12M_active_min_90,L12M_active_min_95,L12M_active_min_100,min_monthly_posts,consistency_grade,common_word_top5,hashtag_top3,mentions_top3,location_top3
SEMENANJUNG,PULAU PINANG,P.041,KEPALA BATAS,4,DATO' SRI REEZAL MERICAN BIN NAINA MERICAN,BARISAN NASIONAL (BN),BN,reezal_merican,3433034487.0,2085.0,55905.0,517.0,Reezal Merican 🇲🇾,,• Menteri Perumahan dan Kerajaan Tempatan • Ahli Parlimen Kepala Batas • Ahli Majlis Tertinggi UMNO,http://reezalmericanofficial.com/,51.0,72.0,32.0,43.0,61.0,38.0,51.0,52.0,40.0,46.0,45.0,62.0,43.0,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30.0,A,"ingin, aktiviti, iffa, azhar, sebelum","#PasukanKPKT x144, #KeluargaMalaysia x48, #KepalaBatasDiHatiku x41","@bomba_malaysia x7, @kpkt x4, @ismailsabri60 x3","Kementerian Perumahan dan Kerajaan Tempatan x2, Masjid Al-Jamiul Badawi, Kepala Batas x1, Kloh GmbH x1"
SEMENANJUNG,PULAU PINANG,P.042,TASEK GELUGOR,1,AKMAL AZHAR,PARTI WARISAN SABAH (WARISAN),WARISAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,PULAU PINANG,P.042,TASEK GELUGOR,2,RAZAK RIDZUAN,PAKATAN HARAPAN (PH),PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,PULAU PINANG,P.042,TASEK GELUGOR,3,DR. ABDUL HALIM,PARTI PEJUANG TANAHAIR (PEJUANG),PEJUANG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,PULAU PINANG,P.042,TASEK GELUGOR,4,MUHAMAD YUSOFF BIN MOHD NOOR (YB CHOP),BARISAN NASIONAL (BN),BN,yb_dato_muhamad_yusoff,9122882021.0,216.0,763.0,295.0,Pusat Khidmat ADUN Sungai Dua,,,,10.0,28.0,8.0,9.0,6.0,6.0,10.0,1.0,4.0,0.0,2.0,2.0,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,D,"chop, paya, ya, jom, pengaktifan","#berkhidmatuntukrakyat x16, #ybchop x12, #tolakcalonluar x7",@ahmadzahidhamidi x2,"Pusat Khidmat Masyarakat DUN Sungai Dua - N05 x28, Pejabat Umno Bahagian Tasek Gelugor x7, Pekan Darat, Pulau Pinang, Malaysia x4"
SEMENANJUNG,PULAU PINANG,P.042,TASEK GELUGOR,5,DATUK WAN SAIFUL WAN JAN,PERIKATAN NASIONAL (PN),PN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,PULAU PINANG,P.043,BAGAN,1,TAN CHUAN HONG,BARISAN NASIONAL (BN),BN,tanchuanhong,265356467.0,2165.0,1851.0,7360.0,Tan Chuan Hong 陈诠峰,,"Booming Bagan, begin from supporting MCA! 绽放峇眼，由支持马华开始！ Kemakmuran Bagan, bermula daripada sokongan terhadap MCA!",,5.0,6.0,6.0,9.0,8.0,18.0,17.0,25.0,29.0,26.0,28.0,27.0,15.0,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,B,"就致力于推动制度化分配拨款, 作为维修和提升学校用途, 重新纠正直接拨予董事部, 由来已久, 他也谴责林冠英发表接获消息指华小拨款是通过公共工程局",#PRU15 x3,,"MCA Bagan Division 马华峇眼区会 x9, MCA, Kampung Bangali x6, 槟州华人大会堂    Penang Chinese Town Hall x5"
SEMENANJUNG,PULAU PINANG,P.043,BAGAN,2,LIM GUAN ENG,PAKATAN HARAPAN (PH),PH,limguaneng,1162215487.0,574.0,151103.0,19.0,Lim Guan Eng,,A Proud Malaysian 🇲🇾,https://www.facebook.com/limguaneng.malaysia/,11.0,6.0,6.0,6.0,14.0,8.0,6.0,6.0,7.0,18.0,46.0,35.0,38.0,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,B,"delicious, penuh, menganjurkan, ibu, saksi","#kitaboleh x2, #limguaneng x2, #pakatanharapan x2",,"Kek Lok Si x1, Mini Stadium Permatang Rawa x1, Dewan Dato' Haji Ahmad Badawi x1"
SEMENANJUNG,PULAU PINANG,P.043,BAGAN,3,ALAN OH,PERIKATAN NASIONAL (PN),PN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,PULAU PINANG,P.043,BAGAN,4,HAFIZ,PARTI PEJUANG TANAHAIR (PEJUANG),PEJUANG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,PULAU PINANG,P.044,PERMATANG PAUH,1,DATUK ZAIDI,BARISAN NASIONAL (BN),BN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,PULAU PINANG,P.044,PERMATANG PAUH,2,UST FAWWAZ MD JAN,PERIKATAN NASIONAL (PN),PN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,PULAU PINANG,P.044,PERMATANG PAUH,3,CIKGU NASIR,PARTI PEJUANG TANAHAIR (PEJUANG),PEJUANG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,PULAU PINANG,P.044,PERMATANG PAUH,4,NURUL IZZAH ANWAR,PAKATAN HARAPAN (PH),PH,n_izzah,174837743.0,2726.0,789132.0,373.0,Nurul Izzah Anwar,,"Opposition MP, Permatang Pauh. Mama to wonderful munchkins, Safiyah & H. Forever caring about that mirror to your soul.",http://www.nurulizzah.com/,4.0,2.0,3.0,2.0,8.0,2.0,4.0,2.0,5.0,9.0,6.0,7.0,9.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,C,"lumpurkasihan, fatwas, brunt, memperlihat, sighs","#PermatangPauh x5, #Parlimen x4, #TRIIS x2","@akmalnasir.my x3, @drfatimahkari x3, @banknegaramalaysia x2",
SEMENANJUNG,PULAU PINANG,P.045,BUKIT MERTAJAM,1,STEVEN SIM CHEE KEONG,PAKATAN HARAPAN (PH),PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,PULAU PINANG,P.045,BUKIT MERTAJAM,2,AH PANG,BARISAN NASIONAL (BN),BN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,PULAU PINANG,P.045,BUKIT MERTAJAM,3,STEVEN KOH,PERIKATAN NASIONAL (PN),PN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,PULAU PINANG,P.046,BATU KAWAN,1,LEE AH LEONG,PARTI RAKYAT MALAYSIA (PRM),PRM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,PULAU PINANG,P.046,BATU KAWAN,2,CHOW KON YEOW,PAKATAN HARAPAN (PH),PH,chowkonyeow,7804596499.0,436.0,11631.0,76.0,Chow Kon Yeow 曹觀友,,Chief Minister of Penang MP for Tanjong State Assemblyman for Padang Kota (N26) DAP Penang State Chairman,https://penanglawancovid19.com/site/page?page=album&name=bantuan,2.0,4.0,0.0,1.0,2.0,2.0,3.0,4.0,4.0,1.0,0.0,0.0,2.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,D,"kept, sebati, mertajam, changes, mainkan",#trending x2,,
SEMENANJUNG,PULAU PINANG,P.046,BATU KAWAN,3,TAN LEE HUAT,BARISAN NASIONAL (BN),BN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,PULAU PINANG,P.046,BATU KAWAN,4,WONG CHIA ZHEN,PERIKATAN NASIONAL (PN),PN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,PULAU PINANG,P.046,BATU KAWAN,5,ONG CHIN WEN,PARTI WARISAN SABAH (WARISAN),WARISAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,PULAU PINANG,P.047,NIBONG TEBAL,1,FADHLINA BINTI SIDEK,PAKATAN HARAPAN (PH),PH,fadhlinasiddiq,8031920717.0,1249.0,4173.0,542.0,Fadhlina Sidek Sidek,,,,32.0,41.0,33.0,40.0,82.0,83.0,73.0,87.0,109.0,121.0,56.0,46.0,31.0,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30.0,A,"puisi, kena, belajar, tugas, mengandung","#lovepenang x15, #MenjulangKeadilan x9, #WanitaNadiKeadilan x7","@shamsuliskandar x4, @anwaribrahim x2, @nurhani x2","Menara Worlwide Bukit Bintang x1, Market Penanti x1, Dewan Tunku Abdul Rahman Matic x1"
SEMENANJUNG,PULAU PINANG,P.047,NIBONG TEBAL,2,DATO' MANSOR BIN OTHMAN,PERIKATAN NASIONAL (PN),PN,dmorasmi,8119611155.0,627.0,39454.0,200.0,Mansor Othman 🇲🇾,,Mantan Ahli Parlimen Nibong Tebal P047 Mantan Timbalan Menteri Alam Sekitar & Air Mantan Timbalan Menteri Pengajian Tinggi #nibongtebaldihati,https://linktr.ee/dmorasmi,28.0,26.0,12.0,17.0,13.0,24.0,17.0,17.0,23.0,37.0,25.0,25.0,45.0,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.0,B,"basin, suruhanjayaperkhidmatanairnegara, menangani, teik, pyt","#KeluargaMalaysia x77, #NibongTebalDihati x54, #KASA x50","@kementerianalamsekitardanair x20, @span_malaysia x4, @kementerianalamsekitardanair...YB x3","Nibong Tebal x34, Kementerian Alam Sekitar Dan Air x15, Putrajaya, Wilayah Persekutuan, Malaysia x11"
SEMENANJUNG,PULAU PINANG,P.047,NIBONG TEBAL,3,DATUK SERI THANENTHIRAN,BARISAN NASIONAL (BN),BN,rsthanenthiran,2274823699.0,550.0,755.0,63.0,R.S. Thanenthiran,,"Service above self. 💪🏻 “OUR COMMUNITY, OUR RESPONSIBILITY”",https://fb.com/rsthanenthiran,29.0,11.0,31.0,7.0,11.0,18.0,24.0,12.0,19.0,15.0,14.0,6.0,40.0,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,B,"kaum, terbuka, saudara, sahabat, debat","#MakkalSakti x2, #BNuntukJohor x2, #BNPILIHANRAKYAT x2",,"Saravanas Restaurant x1, Alor Gajah, Melaka. x1, Malacca City x1"
SEMENANJUNG,PULAU PINANG,P.047,NIBONG TEBAL,4,GOH KHENG HUAT,BEBAS (KUNCI),KUNCI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,PULAU PINANG,P.048,BUKIT BENDERA,1,SYERLEENA ABDUL RASHID,PAKATAN HARAPAN (PH),PH,syerleena.abdrashid,7596720208.0,780.0,2173.0,871.0,Syerleena Abdul Rashid,,A proud Malaysian and Penangite  🇲🇾♥️ Candidate for Parliament Bukit Bendera (P048) and current Penang State Assemblywoman for Seri Delima (N32) 🚀,https://linktr.ee/syerleena.abdrashid,5.0,14.0,26.0,30.0,24.0,19.0,27.0,29.0,10.0,14.0,18.0,11.0,13.0,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,B,"iron, google, ge, sungai, mac","#MySeriDelima x105, #Penang x72, #KitaBangsaMalaysia x68",,"Island Glades x12, Taman Tun Sardon,Gelugor,Penang x11, Kampong Sungai Gelugor, Pulau Pinang, Malaysia x6"
SEMENANJUNG,PULAU PINANG,P.048,BUKIT BENDERA,2,TEH YEE CHEU,PARTI RAKYAT MALAYSIA (PRM),PRM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,PULAU PINANG,P.048,BUKIT BENDERA,3,HNG CHEE WEY,PERIKATAN NASIONAL (PN),PN,hngcheewey,10374319257.0,655.0,588.0,457.0,Hng Chee Wey,,Parti Gerakan Rakyat Malaysia  National Treasurer Penang State Secretary  Bukit Bendera Division Chairman Tanjung Bungah Branch Chairman,https://www.facebook.com/HngCheeWey/,1.0,2.0,4.0,8.0,1.0,0.0,5.0,0.0,0.0,0.0,3.0,3.0,3.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,D,"lawas, lawar, lawapkjadual, lawanya, lawantetaplawan",,,"Shangri-La Kuala Lumpur x1, Menara PGRM x1, 海珠屿大伯公 x1"
SEMENANJUNG,PULAU PINANG,P.048,BUKIT BENDERA,4,RICHIE HUAN XIN YUN,BARISAN NASIONAL (BN),BN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,PULAU PINANG,P.048,BUKIT BENDERA,5,RAZALIF ZAIN,BEBAS (PEN),PEN,razalifzain,21905379497.0,295.0,203.0,110.0,Razalif Mohamad Zain,,CEO Metamorphosis Skills Sdn Bhd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,D,,,,
SEMENANJUNG,PULAU PINANG,P.049,TANJONG,1,LIM HUI YING,PAKATAN HARAPAN (PH),PH,lhuiying.dap,21924082211.0,242.0,769.0,14.0,Lim Hui Ying,,P049丹绒国会议席 - 1号候选人林慧英 🇲🇾 Calon No.1 Parlimen Tanjong (P049)  ————————————————————— • PRU15 Pendaftaran PACA  第15届大选检票员/计票员 • 👇🏻,https://www.facebook.com/DAPLimHuiYing,3.0,0.0,0.0,1.0,1.0,11.0,10.0,2.0,10.0,6.0,3.0,10.0,27.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,D,"因此很多购物场所也专门为女性提供了女性专用停车场, 确保人民的意志得到保障, 因此my马来西亚的家庭发展局将与监狱局合作, 的现象, 因为疫情",,,
SEMENANJUNG,PULAU PINANG,P.049,TANJONG,2,TAN KIM NEE,BARISAN NASIONAL (BN),BN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,PULAU PINANG,P.049,TANJONG,3,AH LENG,PERIKATAN NASIONAL (PN),PN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,PULAU PINANG,P.050,JELUTONG,1,SANISVARA NETHAJI RAYER (RSN RAYER),PAKATAN HARAPAN (PH),PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,PULAU PINANG,P.050,JELUTONG,2,BALJIT SINGH,PERIKATAN NASIONAL (PN),PN,baljit15,1704372708.0,228.0,374.0,263.0,Baljit Singh,,,,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,4.0,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,D,"lawatpejabat, lawatlah, lawati, lawrence, lawatannya",,,
SEMENANJUNG,PULAU PINANG,P.050,JELUTONG,3,KOH SWE YONG,PARTI RAKYAT MALAYSIA (PRM),PRM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,PULAU PINANG,P.050,JELUTONG,4,YACOOB BIN NOOR,BEBAS (KERUSI),KERUSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,PULAU PINANG,P.050,JELUTONG,5,DATUK LOGANATHAN A/L THORAISAMY,BARISAN NASIONAL (BN),BN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,PULAU PINANG,P.050,JELUTONG,6,LIM HUAT POH (MARTIN),PARTI WARISAN SABAH (WARISAN),WARISAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,PULAU PINANG,P.051,BUKIT GELUGOR,1,P. THINAGARANABHAN,PERIKATAN NASIONAL (PN),PN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,PULAU PINANG,P.051,BUKIT GELUGOR,2,RAMKARPAL SINGH,PAKATAN HARAPAN (PH),PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,PULAU PINANG,P.051,BUKIT GELUGOR,3,WONG CHIN CHONG,BARISAN NASIONAL (BN),BN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,PULAU PINANG,P.052,BAYAN BARU,1,SAW YEE FUNG,BARISAN NASIONAL (BN),BN,saw_yee_fung,316516394.0,98.0,1193.0,319.0,Yee Fung Saw,,一个在追逐梦想路上的小点点 努力变成全能的斜杠青年 Live up your #LIFE Never says #NEVER Bayan Baru #BARU,,0.0,0.0,0.0,0.0,0.0,12.0,7.0,2.0,0.0,4.0,13.0,9.0,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,D,"still, run, need, young, don","#3B x20, #YOLO x10, #扫街 x4",,"Pulau Pinang x4, Penang Island x3, Perlis, Perlis, Malaysia x2"
SEMENANJUNG,PULAU PINANG,P.052,BAYAN BARU,2,JEFF OOI,PARTI WARISAN SABAH (WARISAN),WARISAN,jeff4malaysia,787452335.0,793.0,1097.0,264.0,Jeff Ooi,,"OpEd Columnist. Continental ASEAN Specialist. Former Member of Parliament, Malaysia (2008 - 2018)",http://www.jeffooi.com/,19.0,14.0,2.0,2.0,0.0,12.0,11.0,11.0,7.0,10.0,4.0,3.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,D,"ubud, sprawling, legenddf, xxltasek, yore","#Jalan_Tun_Perak x2, #DayTrip x2",,"George Town, Malaysia x6, Lurah Bilut, Bentong x4, Sungai Burung Tanjung Karang x3"
SEMENANJUNG,PULAU PINANG,P.052,BAYAN BARU,3,RAVINDER SINGH,PARTI RAKYAT MALAYSIA (PRM),PRM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,PULAU PINANG,P.052,BAYAN BARU,4,KAN CHEE YUEN,BEBAS (PEN),PEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,PULAU PINANG,P.052,BAYAN BARU,5,SIM TZE TZIN,PAKATAN HARAPAN (PH),PH,sim_tze_tzin,1629032406.0,619.0,3082.0,1868.0,Sim Tze Tzin,,"PH-PKR. VOTE! Former Deputy Minister of Agriculture, Bayan Baru MP",http://simtzetzin.com/,8.0,21.0,7.0,9.0,3.0,10.0,7.0,9.0,12.0,9.0,14.0,24.0,10.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,C,"briefing, constitution, us, oleh, some","#GE15 x7, #BayanBaru x5, #KitaBoleh x2","@anwaribrahim_my x3, @kumarbatuuban x2, @majlisbandarayapulaupinang x2",
SEMENANJUNG,PULAU PINANG,P.052,BAYAN BARU,6,OH TONG KEONG,PERIKATAN NASIONAL (PN),PN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,PULAU PINANG,P.053,BALIK PULAU,1,DATUK SHAH HEADAN BIN AYOOB SHAH,BARISAN NASIONAL (BN),BN,shahheadan,4908804373.0,1156.0,1508.0,398.0,Shah Headan,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,5.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,D,"barang, inisiatif, gembira, yab, menjadikan",,,"Kampung Nelayan, Teluk Kumbar x1, Teluk Bahang x1"
SEMENANJUNG,PULAU PINANG,P.053,BALIK PULAU,2,MUHAMMAD BAKHTIAR BIN WAN CHIK,PAKATAN HARAPAN (PH),PH,bakhtiarm,852146910.0,3911.0,2961.0,860.0,Muhammad Bakhtiar,,"Member of Parliament (Balik Pulau) Former Deputy Minister of Tourism, Arts & Culture Tourism Spokesperson of Keadilan",,70.0,113.0,53.0,49.0,113.0,73.0,97.0,61.0,82.0,76.0,52.0,69.0,72.0,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,45.0,A,"nanti, nyaman, memang, jam, berjaya","#ilovemybalikpulau x44, #akademibakhtiar x22, #iloveMYBalikPulau x7","@roshidi_roslan x10, @syafiqazkria x7, @lynnzy12 x6","Dewan Rakyat, Parlimen Malaysia x5, Kampung Kebun Bunga Batu3 Shah Alam x3, Angsana Teluk Bahang, Penang x3"
SEMENANJUNG,PULAU PINANG,P.053,BALIK PULAU,3,DATO' SRI JOHNNY (DSJ),BEBAS (TRAKTOR),TRAKTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,PULAU PINANG,P.053,BALIK PULAU,4,HARRIS IDAHAM RASHID,PERIKATAN NASIONAL (PN),PN,harrisidaham,199650724.0,773.0,4025.0,2600.0,Harris Idaham Rashid,,"Bersatu Bahagian Balik Pulau ❤️ LLB,LLM Aberystwtyh/UiTM 👨‍⚖️ Rescue Scuba Diver 🤿",,6.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,8.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,D,"sukan, new, padang, seterusnya, agung","#perikatannasional x6, #armada x3, #throwback x2",,"Selandar x1, Shangri-La Rasa Sayang, Penang x1, Kompleks Sukan Balik Pulau x1"
SEMENANJUNG,PULAU PINANG,P.053,BALIK PULAU,5,DATO SRI SABARUDDIN BIN AHMAD,BEBAS (POKOK),POKOK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,PULAU PINANG,P.053,BALIK PULAU,6,FAZLI MOHAMMAD,PARTI PEJUANG TANAHAIR (PEJUANG),PEJUANG,fazlihjmohammad,470875065.0,1806.0,10793.0,20.0,Fazli Mohammad,,tiktok.com/fazlihjmohammad facebook.com/fazlihjmohammad twitter.com/fazlimohammad,http://fazlimohammad.blogspot.com/,18.0,27.0,59.0,39.0,49.0,24.0,44.0,30.0,24.0,32.0,23.0,19.0,2.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15.0,B,"bersamanya, dulu, kt, tontonan, engkau","#InspirasikuMahathir x6, #inspirasikumahathir x4, #SayangBangsa x3","@inspirasichannelstudio x3, @inspirasiku.mahathir x3","Pantai Hospital Cheras x3, Kota Kinabalu x2, Concorde Hotel Kuala Lumpur x2"
SEMENANJUNG,PERAK,P.054,GERIK,1,DR ASYRAF WAJDI DUSUKI,BARISAN NASIONAL (BN),BN,drasyrafwajdi,541979718.0,4131.0,210508.0,806.0,DR ASYRAF WAJDI DUSUKI,,Ketua Pergerakan Pemuda UMNO Malaysia | Former Deputy Minister in Prime Minister's Department (Religious Affairs) #hidupkumilikummah,https://www.facebook.com/drasyrafwajdidusuki/,27.0,35.0,25.0,25.0,49.0,45.0,56.0,36.0,37.0,41.0,34.0,26.0,22.0,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,25.0,A,"bilion, tinggi, bentuk, hakikatnya, pulau","#BangkitKembali x99, #PemudaTerasKebangkitan x39, #PemudaJurubicaraRakyat x30","@wanrosdyofficial x4, @hishammuddinhussein x3, @fairuzledang x2","Istanbul, Turkey x2, Al-Madīnah al-Munawwarah, Saudi Arabia x1, Masjid Al Haram Makkah - مسجد الحرام مكه المكرمه x1"
SEMENANJUNG,PERAK,P.054,GERIK,2,FATHUL HUZIR AYOB,PERIKATAN NASIONAL (PN),PN,uzeymourinho,197036578.0,1189.0,1106.0,3375.0,Fathul Huzir Ayob,,Menghidupkan Idea & Harapan CALON PARLIMEN P054 Gerik,,3.0,10.0,1.0,0.0,2.0,12.0,18.0,5.0,7.0,4.0,6.0,12.0,12.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,D,"perniagaan, straight, exhibition, maklumlah, battle",,,"Avani Sepang Goldcoast Resort x3, Labis, Johor Darul Takzim x2, MITEC - Malaysia International Trade and Exhibition Centre x2"
SEMENANJUNG,PERAK,P.054,GERIK,3,TARMIZI MOHD JAM,PAKATAN HARAPAN (PH),PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,PERAK,P.055,LENGGONG,1,DR SHAMSUL ANUAR NASARAH,BARISAN NASIONAL (BN),BN,drshamsulanuar,2992728812.0,436.0,17003.0,299.0,DATO' DR SHAMSUL ANUAR NASARAH,,Menteri Tenaga & Sumber Asli / Ahli Parlimen Lenggong,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,D,"lda, layout, layon, layla, layak",,,
SEMENANJUNG,PERAK,P.055,LENGGONG,2,JUREY LATIFF ROSLI,PAKATAN HARAPAN (PH),PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,PERAK,P.055,LENGGONG,3,USTAZ RIF'AAT RAZMAN,PERIKATAN NASIONAL (PN),PN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,PERAK,P.056,LARUT,1,USTAZ AUZAIE,PARTI PEJUANG TANAHAIR (PEJUANG),PEJUANG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,PERAK,P.056,LARUT,2,USTAZ ZOLKHARNAIN BIN ABIDIN,PAKATAN HARAPAN (PH),PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
